TOT_POP,COUNTY_NAME_n,Active General Surgeons per 100000 Population 2018 (AAMC),ICU Beds_x,STATE_NAME_n,anycondition_number,Total Hospitals (2019)
7291.0,1525.0,6.2,0.0,43.0,2845.0,0.132855327
15765.0,39.0,7.0,0.0,13.0,6406.0,0.231381877
6993.0,244.0,6.9,0.0,15.0,2563.0,0.261449965
2074.0,239.0,7.8,0.0,5.0,661.0,0.032408731
9338.0,1441.0,9.2,0.0,41.0,3128.0,0.603315443
10541.0,1010.0,7.0,0.0,25.0,4336.0,0.209909749
19938.0,53.0,7.6,4.0,0.0,8970.0,0.411986732
23606.0,146.0,7.0,8.0,3.0,9916.0,0.689266298
19785.0,318.0,7.4,0.0,23.0,6592.0,0.447801612
16513.0,468.0,5.8,0.0,12.0,5278.0,0.42360142
12630.0,24.0,7.0,0.0,25.0,5439.0,0.251509356
6968.0,737.0,9.8,0.0,26.0,2411.0,0.367322003
22725.0,55.0,7.6,0.0,0.0,9782.0,0.469575609
14080.0,517.0,7.0,0.0,13.0,5427.0,0.206651241
28287.0,155.0,7.1,0.0,24.0,11822.0,0.937681189
6628.0,1000.0,7.0,0.0,25.0,2376.0,0.13198765
42470.0,149.0,7.0,0.0,10.0,15474.0,0.58540469
42733.0,543.0,6.2,6.0,36.0,18460.0,1.354683738
13188.0,258.0,7.8,0.0,5.0,3444.0,0.206078274
4059.0,119.0,6.9,0.0,47.0,1465.0,0.049555237
7254.0,7.0,10.5,0.0,48.0,3451.0,0.224951158
13840.0,608.0,6.9,0.0,15.0,4474.0,0.517441372
9193.0,50.0,7.0,0.0,10.0,3357.0,0.126715925
5837.0,379.0,6.2,0.0,43.0,2228.0,0.106360793
2887.0,13.0,7.0,0.0,10.0,1357.0,0.039794286
25735.0,979.0,7.1,0.0,24.0,12094.0,0.853085353
21646.0,1590.0,6.2,0.0,43.0,9093.0,0.394429626
9699.0,7.0,6.9,2.0,15.0,3568.0,0.362620222
8253.0,1149.0,7.7,0.0,31.0,3129.0,0.161481568
55808.0,603.0,5.6,0.0,28.0,21671.0,0.809240204
8477.0,775.0,9.1,0.0,18.0,3622.0,0.287418953
10234.0,1619.0,6.2,0.0,43.0,3905.0,0.186482158
46403.0,908.0,7.4,4.0,23.0,15677.0,1.050257174
15673.0,1610.0,6.2,0.0,43.0,5876.0,0.285590665
52405.0,1580.0,6.2,12.0,43.0,20395.0,0.954914745
17888.0,1019.0,7.0,0.0,25.0,6555.0,0.35621531
77036.0,1758.0,6.9,20.0,47.0,24237.0,0.940511766
9403.0,439.0,6.8,0.0,27.0,2944.0,0.453269841
65456.0,119.0,8.7,22.0,38.0,23755.0,1.017075269
24583.0,740.0,8.3,10.0,17.0,9428.0,0.57765953
35232.0,1439.0,9.2,0.0,41.0,9170.0,2.276291464
12760.0,1792.0,10.5,0.0,48.0,6440.0,0.395695724
13665.0,163.0,7.0,0.0,13.0,5381.0,0.200560314
64889.0,903.0,7.4,16.0,23.0,20852.0,1.468658013
5506.0,582.0,6.9,0.0,15.0,2096.0,0.205854927
17352.0,824.0,9.6,0.0,21.0,4876.0,0.188549972
38659.0,770.0,9.1,8.0,18.0,14635.0,1.310761982
41619.0,1649.0,6.2,4.0,43.0,16049.0,0.758374139
16844.0,1481.0,7.3,0.0,46.0,6071.0,0.189843132
13397.0,1817.0,7.9,4.0,49.0,5144.0,0.306490094
61043.0,565.0,7.9,8.0,22.0,21101.0,0.879378426
31529.0,149.0,7.4,5.0,23.0,10360.0,0.713608138
3308.0,946.0,7.4,0.0,23.0,1203.0,0.074871253
2474.0,74.0,9.6,0.0,1.0,785.0,0.070452024
39135.0,702.0,8.3,10.0,17.0,15397.0,0.919607278
5319.0,1319.0,6.2,0.0,36.0,1816.0,0.16861823
3079.0,678.0,6.2,0.0,43.0,1047.0,0.056105
6488.0,1069.0,6.8,0.0,27.0,2438.0,0.312752816
36810.0,718.0,6.2,10.0,43.0,13891.0,0.670745382
49568.0,542.0,6.5,8.0,14.0,17448.0,0.977748847
1503.0,686.0,6.8,0.0,16.0,509.0,0.071755673
8716.0,1073.0,6.8,0.0,27.0,2813.0,0.420153136
41890.0,29.0,8.1,10.0,42.0,15141.0,0.711572066
25383.0,592.0,7.9,6.0,22.0,9756.0,0.365664574
4358.0,617.0,10.5,0.0,34.0,1573.0,0.223611555
20358.0,51.0,7.0,0.0,25.0,8159.0,0.405402017
7879.0,441.0,7.0,0.0,10.0,3314.0,0.108603804
3295.0,1261.0,10.5,0.0,34.0,1294.0,0.169068397
11139.0,13.0,7.1,0.0,33.0,4576.0,0.120147694
11012.0,1496.0,8.1,0.0,42.0,4394.0,0.187057331
61497.0,316.0,7.0,0.0,10.0,20685.0,0.847672056
43172.0,1052.0,9.8,5.0,26.0,13766.0,2.275836036
6967.0,1840.0,10.6,0.0,50.0,2539.0,0.349714489
30472.0,1726.0,7.3,4.0,46.0,11971.0,0.343439796
42647.0,588.0,6.9,18.0,15.0,15494.0,1.594459697
13832.0,580.0,6.9,0.0,15.0,4929.0,0.517142273
12715.0,701.0,8.3,0.0,17.0,5148.0,0.298781309
12190.0,1748.0,7.3,0.0,46.0,3677.0,0.137389443
9753.0,682.0,7.4,0.0,23.0,2946.0,0.220743448
8777.0,190.0,7.2,0.0,4.0,3110.0,0.079655672
32412.0,1682.0,7.3,10.0,46.0,12877.0,0.365304892
77145.0,1161.0,10.2,14.0,32.0,28142.0,0.655303093
37924.0,486.0,6.2,12.0,43.0,14261.0,0.691044496
29125.0,970.0,7.1,0.0,24.0,11970.0,0.965459915
20901.0,1556.0,6.2,0.0,43.0,6531.0,0.380854367
277.0,1582.0,6.2,0.0,43.0,93.0,0.005047446
21068.0,405.0,7.0,0.0,10.0,8793.0,0.290400424
67427.0,898.0,7.4,29.0,23.0,22322.0,1.526101555
35451.0,47.0,7.1,0.0,24.0,14917.0,1.175159466
14436.0,7.0,7.1,0.0,24.0,6361.0,0.478536629
5248.0,1575.0,6.2,0.0,43.0,1972.0,0.095628138
24250.0,961.0,7.1,6.0,24.0,9030.0,0.803859328
13586.0,31.0,7.1,0.0,24.0,5864.0,0.450360117
21303.0,1100.0,6.8,0.0,27.0,7371.0,1.026907096
35564.0,49.0,7.1,9.0,24.0,14951.0,1.178905285
53591.0,128.0,10.2,8.0,32.0,20886.0,0.4552252
11117.0,857.0,7.9,3.0,22.0,4919.0,0.160150221
29733.0,59.0,7.0,10.0,10.0,12408.0,0.409838419
25398.0,769.0,9.1,12.0,18.0,10762.0,0.861137971
22304.0,1009.0,7.0,0.0,25.0,7253.0,0.444153974
7961.0,472.0,5.8,0.0,12.0,2928.0,0.204220366
11321.0,9.0,6.9,0.0,15.0,3787.0,0.423262556
22983.0,871.0,7.9,0.0,22.0,9067.0,0.33109045
30757.0,844.0,7.9,0.0,22.0,13367.0,0.443081799
2516.0,251.0,6.8,0.0,16.0,929.0,0.120117946
17360.0,496.0,7.0,0.0,13.0,6564.0,0.254791588
3533.0,440.0,6.8,0.0,27.0,1286.0,0.170307599
8348.0,389.0,7.0,0.0,10.0,4018.0,0.11506848
8484.0,98.0,7.1,0.0,33.0,3490.0,0.091510283
65263.0,1375.0,8.7,12.0,38.0,25573.0,1.014076377
682.0,1084.0,6.8,0.0,27.0,231.0,0.032875681
5478.0,1469.0,9.2,0.0,41.0,1872.0,0.353926108
655.0,1142.0,7.7,0.0,31.0,274.0,0.012815997
21535.0,165.0,7.0,0.0,3.0,7983.0,0.628795633
55852.0,1025.0,7.0,18.0,25.0,21228.0,1.11221699
22400.0,3.0,7.6,0.0,0.0,9190.0,0.462860006
27847.0,502.0,8.1,0.0,42.0,12028.0,0.473028105
5463.0,1565.0,6.2,0.0,43.0,1970.0,0.099545831
21199.0,585.0,6.9,0.0,15.0,7260.0,0.792575119
8729.0,251.0,6.2,0.0,36.0,3443.0,0.276719031
8315.0,332.0,7.0,0.0,10.0,3520.0,0.11461361
26215.0,436.0,7.0,28.0,10.0,9557.0,0.361346455
10658.0,182.0,7.4,0.0,23.0,3702.0,0.241226666
31998.0,811.0,9.6,0.0,20.0,13035.0,0.264764962
24790.0,359.0,7.0,0.0,10.0,10291.0,0.341704315
9226.0,454.0,5.8,0.0,12.0,3311.0,0.236670908
1903.0,944.0,10.5,0.0,34.0,678.0,0.097644054
4062.0,1267.0,10.5,0.0,34.0,1505.0,0.20842362
13044.0,31.0,7.0,0.0,13.0,4959.0,0.191445937
12318.0,122.0,7.0,0.0,10.0,4831.0,0.169790793
34210.0,646.0,6.8,6.0,16.0,11108.0,1.633241227
15000.0,406.0,7.1,0.0,33.0,5682.0,0.161793286
18507.0,338.0,7.0,3.0,10.0,7044.0,0.255099708
58799.0,1309.0,8.3,18.0,35.0,19849.0,0.975838368
32106.0,55.0,7.0,0.0,13.0,13042.0,0.471217668
11234.0,766.0,7.1,0.0,24.0,5274.0,0.372394049
10535.0,971.0,7.1,0.0,24.0,4607.0,0.349223011
9864.0,1609.0,6.2,0.0,43.0,3503.0,0.179740083
54012.0,36.0,8.1,6.0,42.0,23374.0,0.917484612
29636.0,115.0,7.3,0.0,46.0,12380.0,0.334017518
9911.0,35.0,7.4,0.0,23.0,3516.0,0.224319524
16868.0,501.0,6.9,0.0,15.0,6361.0,0.630650366
16630.0,485.0,7.0,0.0,13.0,6248.0,0.244077425
16226.0,367.0,7.0,0.0,10.0,6045.0,0.2236585
20083.0,904.0,6.8,0.0,27.0,6790.0,0.968097227
10206.0,491.0,8.3,0.0,17.0,4524.0,0.239823991
9017.0,1011.0,7.0,0.0,25.0,4253.0,0.179561351
80809.0,342.0,7.0,6.0,10.0,26280.0,1.11386785
65691.0,222.0,7.0,25.0,13.0,23949.0,0.964142522
27724.0,222.0,8.3,0.0,35.0,11486.0,0.460112296
6549.0,389.0,8.1,0.0,42.0,2853.0,0.111245774
6411.0,1254.0,10.5,0.0,34.0,2138.0,0.328952198
7915.0,138.0,7.0,0.0,10.0,3148.0,0.109100026
20192.0,524.0,9.1,2.0,18.0,8549.0,0.684624691
45164.0,1796.0,7.9,5.0,49.0,15288.0,1.033240172
12277.0,17.0,7.6,0.0,0.0,5764.0,0.253684477
10155.0,659.0,6.8,0.0,16.0,3230.0,0.484816272
7720.0,1652.0,6.2,0.0,43.0,2663.0,0.14067249
20952.0,880.0,7.9,10.0,22.0,9202.0,0.301832098
3767.0,1583.0,6.2,0.0,43.0,1673.0,0.068641615
10283.0,742.0,9.2,0.0,41.0,3240.0,0.664370604
29808.0,439.0,7.0,12.0,10.0,10765.0,0.410872216
2236.0,1061.0,9.8,0.0,26.0,696.0,0.117871986
17246.0,248.0,7.8,0.0,5.0,3835.0,0.269489378
24665.0,883.0,7.9,4.0,22.0,9258.0,0.355321149
3710.0,1058.0,9.8,0.0,26.0,1154.0,0.195574717
2192.0,1277.0,10.5,0.0,34.0,828.0,0.112472815
22628.0,958.0,7.1,10.0,24.0,9851.0,0.750091913
7163.0,252.0,7.8,0.0,5.0,2176.0,0.111930443
14908.0,599.0,6.9,0.0,15.0,5431.0,0.557371097
4292.0,693.0,7.3,0.0,46.0,1814.0,0.048373707
19432.0,35.0,6.9,0.0,15.0,6690.0,0.726511615
59866.0,39.0,8.3,0.0,35.0,25732.0,0.993546484
33466.0,892.0,7.9,6.0,22.0,12841.0,0.482107341
12306.0,1302.0,8.1,0.0,42.0,5062.0,0.209038096
88.0,448.0,9.4,0.0,11.0,41.0,0.001362909
18378.0,623.0,7.0,0.0,25.0,7117.0,0.365972997
7890.0,369.0,6.9,0.0,15.0,2614.0,0.294986447
21895.0,642.0,6.2,8.0,43.0,8475.0,0.398966861
85234.0,149.0,9.2,0.0,37.0,26904.0,1.240665729
32594.0,640.0,6.8,6.0,16.0,10137.0,1.55609075
1769.0,1040.0,10.5,0.0,34.0,630.0,0.090768435
17366.0,159.0,7.0,0.0,3.0,7361.0,0.507065938
15063.0,605.0,6.9,0.0,15.0,5210.0,0.563166141
2279.0,414.0,7.0,0.0,10.0,1096.0,0.03141364
5190.0,677.0,6.8,0.0,27.0,1861.0,0.250182971
7644.0,1339.0,6.2,0.0,36.0,2736.0,0.242323321
24192.0,36.0,9.2,0.0,37.0,8271.0,0.352138646
10949.0,1222.0,6.2,0.0,36.0,4521.0,0.347095506
2844.0,140.0,6.8,0.0,16.0,996.0,0.135777201
21229.0,1586.0,6.2,0.0,43.0,8188.0,0.386831125
43058.0,1296.0,8.3,0.0,35.0,17047.0,0.714598011
19026.0,1193.0,7.1,0.0,33.0,8716.0,0.205218604
13125.0,1068.0,7.9,0.0,49.0,4719.0,0.300267409
34335.0,49.0,7.0,0.0,13.0,11483.0,0.503932555
16347.0,1042.0,9.8,6.0,26.0,5788.0,0.861741214
30785.0,789.0,7.9,0.0,49.0,10163.0,0.704284357
5460.0,19.0,7.3,0.0,46.0,2151.0,0.061537847
9534.0,1057.0,9.8,0.0,26.0,3208.0,0.502590122
53446.0,1478.0,8.1,6.0,42.0,19777.0,0.907870151
3618.0,1088.0,6.8,0.0,27.0,1336.0,0.174405007
66726.0,548.0,6.2,0.0,43.0,25401.0,1.215869502
32598.0,137.0,7.0,2.0,25.0,12315.0,0.649145052
21055.0,962.0,7.1,5.0,24.0,8637.0,0.69794879
8285.0,440.0,10.5,0.0,48.0,3963.0,0.256923125
13257.0,473.0,8.3,0.0,17.0,6252.0,0.311517406
18691.0,949.0,7.4,0.0,23.0,5463.0,0.423040684
25083.0,368.0,7.0,0.0,10.0,7556.0,0.345743015
54402.0,64.0,7.3,14.0,46.0,21921.0,0.613146882
26533.0,537.0,8.3,0.0,17.0,9984.0,0.62348128
21741.0,131.0,7.0,8.0,3.0,8530.0,0.634810581
32835.0,1154.0,7.7,6.0,31.0,10019.0,0.642463019
26742.0,136.0,7.0,8.0,3.0,9997.0,0.780833658
19434.0,138.0,10.6,0.0,50.0,5404.0,0.975506156
5970.0,681.0,6.8,0.0,27.0,1749.0,0.287782724
1952.0,1043.0,9.8,0.0,26.0,667.0,0.102900768
43247.0,701.0,6.2,0.0,43.0,16400.0,0.788039271
36459.0,133.0,6.2,8.0,43.0,14072.0,0.664349522
75930.0,389.0,8.3,34.0,35.0,27454.0,1.260147405
9395.0,57.0,7.0,0.0,25.0,4117.0,0.18708871
3468.0,1437.0,9.2,0.0,41.0,1164.0,0.22406275
28537.0,655.0,6.8,7.0,16.0,9403.0,1.36240295
53889.0,97.0,6.9,8.0,2.0,20281.0,0.623676489
28015.0,1442.0,9.2,8.0,41.0,9084.0,1.810010938
7507.0,1788.0,10.5,0.0,48.0,3265.0,0.232796849
21741.0,58.0,7.0,0.0,13.0,8149.0,0.319091239
2450.0,1266.0,10.5,0.0,34.0,947.0,0.125710948
10840.0,236.0,6.8,0.0,27.0,4036.0,0.522540155
7411.0,182.0,8.1,0.0,42.0,3592.0,0.125888293
30119.0,488.0,6.2,0.0,43.0,12120.0,0.548823151
11693.0,477.0,5.8,0.0,12.0,4248.0,0.299955878
19215.0,579.0,8.3,0.0,17.0,7652.0,0.451520476
30250.0,182.0,9.8,0.0,26.0,9719.0,1.594645606
19676.0,1229.0,7.1,0.0,33.0,9392.0,0.212229646
6962.0,1252.0,10.5,0.0,34.0,2433.0,0.357224334
14306.0,1325.0,6.2,0.0,36.0,5904.0,0.453516148
5899.0,678.0,6.8,0.0,16.0,2123.0,0.281627887
53920.0,719.0,8.3,0.0,17.0,19496.0,1.267030137
6474.0,1242.0,7.3,0.0,46.0,2733.0,0.072966305
30599.0,1419.0,7.0,6.0,40.0,12681.0,0.415278965
1987.0,245.0,6.8,0.0,27.0,719.0,0.09578296
17987.0,179.0,7.2,4.0,4.0,5836.0,0.163241036
11237.0,287.0,7.3,0.0,46.0,4814.0,0.126648497
2356.0,643.0,6.8,0.0,27.0,810.0,0.113570536
1227.0,643.0,6.8,0.0,16.0,423.0,0.058578982
9242.0,511.0,8.3,0.0,17.0,3874.0,0.217171597
13838.0,1318.0,6.2,0.0,36.0,5828.0,0.438680026
39006.0,1150.0,7.7,8.0,31.0,14031.0,0.763207326
23169.0,34.0,6.2,0.0,43.0,9989.0,0.422181466
2841.0,649.0,6.8,0.0,16.0,1204.0,0.135633976
2464.0,1666.0,5.8,0.0,44.0,669.0,0.04209161
39694.0,802.0,12.1,4.0,19.0,13623.0,1.008362199
48860.0,789.0,9.1,7.0,18.0,16314.0,1.65663443
23792.0,1501.0,6.2,0.0,43.0,10102.0,0.433533663
720.0,428.0,6.8,0.0,27.0,254.0,0.034707464
34920.0,138.0,6.2,0.0,36.0,13528.0,1.107002928
22402.0,277.0,7.0,0.0,40.0,9168.0,0.304032138
20027.0,230.0,7.8,2.0,5.0,6107.0,0.312945829
24277.0,667.0,6.8,0.0,16.0,7669.0,1.159023598
24877.0,1189.0,7.1,0.0,33.0,10427.0,0.268328772
14726.0,32.0,7.6,0.0,0.0,6560.0,0.304289127
1238.0,705.0,9.8,0.0,26.0,393.0,0.06526186
27346.0,130.0,7.7,6.0,31.0,9318.0,0.535063004
46847.0,896.0,7.4,10.0,23.0,14852.0,1.060306399
33169.0,924.0,7.4,6.0,23.0,10462.0,0.750726897
12670.0,1231.0,7.1,0.0,33.0,5462.0,0.136661396
29442.0,1824.0,7.9,0.0,49.0,10519.0,0.673559852
8903.0,1410.0,7.0,0.0,40.0,4119.0,0.120828414
12691.0,59.0,7.6,0.0,0.0,5496.0,0.262239122
14165.0,587.0,7.0,0.0,25.0,5407.0,0.282076804
42057.0,491.0,8.3,6.0,35.0,16502.0,0.697985242
2801.0,1435.0,9.2,0.0,41.0,850.0,0.180968789
1928.0,497.0,6.2,0.0,43.0,792.0,0.035131679
20067.0,33.0,6.9,0.0,15.0,6875.0,0.750252602
19454.0,983.0,7.1,0.0,24.0,7792.0,0.6448775
18217.0,1480.0,8.1,0.0,42.0,7779.0,0.309446367
8163.0,306.0,7.0,0.0,13.0,2885.0,0.119807818
11113.0,1037.0,9.8,0.0,26.0,3311.0,0.585827987
27109.0,1190.0,7.1,0.0,33.0,10171.0,0.292403613
35636.0,222.0,6.5,4.0,14.0,11355.0,0.702934513
75027.0,49.0,6.9,14.0,9.0,24967.0,0.764383801
44593.0,58.0,6.5,0.0,14.0,17393.0,0.87961496
82366.0,133.0,6.5,13.0,14.0,28362.0,1.624702662
2232.0,1264.0,10.5,0.0,34.0,839.0,0.114525239
9788.0,440.0,7.1,0.0,24.0,3786.0,0.324460829
2667.0,658.0,6.8,0.0,16.0,1015.0,0.127326932
12166.0,1589.0,6.2,0.0,43.0,4881.0,0.221686724
13006.0,1664.0,5.8,0.0,44.0,4294.0,0.222176739
13345.0,79.0,9.6,0.0,1.0,3603.0,0.380025168
7790.0,49.0,6.9,0.0,15.0,2792.0,0.291247709
17903.0,1250.0,7.1,0.0,33.0,6832.0,0.19310568
9017.0,590.0,6.9,0.0,15.0,2804.0,0.337122027
21696.0,1640.0,6.2,0.0,43.0,9278.0,0.395340718
15041.0,836.0,7.9,5.0,22.0,6370.0,0.216678913
24574.0,1736.0,7.3,0.0,46.0,6061.0,0.276965396
59830.0,531.0,9.1,6.0,18.0,21501.0,2.028580392
17650.0,1331.0,9.2,6.0,41.0,5233.0,1.140342426
13280.0,49.0,10.5,0.0,48.0,6035.0,0.411821255
15591.0,1155.0,7.7,0.0,31.0,6189.0,0.305059873
40612.0,771.0,10.2,0.0,32.0,16079.0,0.344975944
64227.0,1031.0,8.7,13.0,38.0,21569.0,0.997978693
27410.0,161.0,7.0,6.0,40.0,11821.0,0.371998969
1560.0,653.0,6.8,0.0,16.0,591.0,0.074476946
45108.0,912.0,7.4,9.0,23.0,16331.0,1.020946935
4178.0,680.0,6.8,0.0,16.0,1560.0,0.199464538
64389.0,1117.0,9.2,12.0,37.0,26286.0,0.937246001
13295.0,44.0,7.3,0.0,46.0,5246.0,0.149843531
20092.0,128.0,6.5,4.0,14.0,7445.0,0.396322826
10897.0,114.0,7.0,0.0,3.0,4393.0,0.318179058
41933.0,274.0,5.8,4.0,44.0,8062.0,0.716326095
54811.0,389.0,12.1,6.0,19.0,19053.0,1.392385259
22752.0,1724.0,7.3,0.0,46.0,8784.0,0.256430239
40822.0,1576.0,6.2,8.0,43.0,15173.0,0.743851345
30802.0,183.0,7.2,0.0,4.0,9937.0,0.279543581
10737.0,115.0,8.3,0.0,17.0,4367.0,0.252301606
19389.0,413.0,7.0,0.0,10.0,6896.0,0.267257159
33615.0,8.0,7.6,0.0,0.0,14836.0,0.69459996
43622.0,840.0,7.9,10.0,22.0,17230.0,0.628413507
58856.0,1208.0,7.1,9.0,33.0,23706.0,0.634833709
27107.0,163.0,8.1,4.0,42.0,11477.0,0.460457961
10982.0,791.0,9.1,0.0,18.0,4417.0,0.372352831
14717.0,520.0,7.0,0.0,13.0,5083.0,0.216000449
15525.0,247.0,7.8,0.0,5.0,3849.0,0.242596695
3585.0,226.0,7.8,0.0,5.0,1180.0,0.056019913
12456.0,136.0,7.0,0.0,13.0,4872.0,0.182815899
55626.0,533.0,7.0,9.0,13.0,20084.0,0.816419173
6336.0,1064.0,6.8,0.0,27.0,2251.0,0.305425685
25339.0,579.0,7.0,10.0,25.0,8559.0,0.504591891
35350.0,1281.0,10.5,0.0,34.0,10864.0,1.813829388
10023.0,50.0,7.1,0.0,24.0,4288.0,0.332250806
2962.0,1530.0,6.2,0.0,43.0,1084.0,0.053973046
2407.0,655.0,9.2,0.0,41.0,813.0,0.155512987
29979.0,1293.0,8.3,14.0,35.0,13108.0,0.497536666
3038.0,678.0,6.8,0.0,27.0,1126.0,0.146446217
23106.0,1302.0,8.3,0.0,35.0,10059.0,0.38347117
49980.0,1335.0,6.2,4.0,36.0,18845.0,1.584421717
27297.0,412.0,7.0,0.0,10.0,10555.0,0.376260697
17844.0,389.0,7.0,0.0,13.0,6517.0,0.261895224
30785.0,47.0,10.5,9.0,48.0,13562.0,0.954662449
9063.0,1054.0,9.8,1.0,26.0,2879.0,0.477761095
10030.0,730.0,8.3,0.0,17.0,4381.0,0.235688284
62249.0,1422.0,7.0,10.0,40.0,27366.0,0.844821736
57078.0,9.0,7.0,12.0,40.0,21791.0,0.774642726
10212.0,1016.0,7.0,0.0,25.0,3857.0,0.203358159
14847.0,13.0,7.0,0.0,3.0,5718.0,0.433514222
23771.0,597.0,7.9,0.0,49.0,8012.0,0.543821454
71671.0,490.0,8.3,18.0,17.0,27396.0,1.684149054
826.0,1106.0,5.6,0.0,28.0,380.0,0.011977358
2151.0,75.0,9.6,0.0,1.0,823.0,0.061253963
40540.0,1402.0,8.7,0.0,38.0,14895.0,0.629922871
1349.0,677.0,10.5,0.0,34.0,572.0,0.069217987
40085.0,1185.0,10.2,5.0,32.0,15374.0,0.340499378
21737.0,140.0,7.0,0.0,3.0,8209.0,0.634693786
24922.0,1753.0,7.3,0.0,46.0,8271.0,0.280887589
23884.0,885.0,7.9,0.0,22.0,11785.0,0.344070153
48649.0,823.0,10.1,0.0,39.0,12601.0,0.50613015
64265.0,438.0,10.2,24.0,32.0,19901.0,0.545894786
5393.0,364.0,7.4,0.0,23.0,1956.0,0.12206187
3641.0,519.0,7.0,0.0,25.0,1342.0,0.072505587
46518.0,491.0,6.9,10.0,15.0,17030.0,1.739186254
12726.0,698.0,8.3,4.0,17.0,6126.0,0.299039791
36986.0,19.0,7.6,13.0,0.0,14939.0,0.764256258
32587.0,1509.0,6.2,8.0,43.0,13037.0,0.593794615
5082.0,1492.0,8.1,0.0,42.0,2233.0,0.086326313
23023.0,29.0,7.0,8.0,10.0,8585.0,0.317348062
10808.0,493.0,7.0,0.0,13.0,3997.0,0.158628311
13747.0,1039.0,9.8,0.0,26.0,4852.0,0.724680765
2660.0,231.0,6.8,0.0,16.0,1064.0,0.126992741
9974.0,42.0,7.6,0.0,0.0,4764.0,0.206096683
15951.0,660.0,6.8,5.0,16.0,6029.0,0.761526771
35857.0,237.0,7.9,9.0,22.0,14044.0,0.516551811
34120.0,1215.0,7.3,12.0,46.0,13902.0,0.384555193
10020.0,108.0,7.8,0.0,5.0,2622.0,0.156574485
33700.0,1416.0,7.0,6.0,40.0,14159.0,0.457364657
76796.0,995.0,7.0,25.0,25.0,26221.0,1.529288404
15054.0,410.0,7.0,0.0,10.0,5635.0,0.207503701
31280.0,532.0,6.5,0.0,14.0,11008.0,0.617010651
28543.0,959.0,7.1,0.0,24.0,12527.0,0.946167291
23867.0,1360.0,9.2,0.0,37.0,9180.0,0.347407947
26035.0,421.0,7.0,6.0,10.0,9425.0,0.358865343
28047.0,176.0,7.2,0.0,4.0,8369.0,0.254540576
30725.0,1367.0,9.2,8.0,37.0,11250.0,0.447232965
34205.0,138.0,7.1,5.0,24.0,13193.0,1.133856014
20826.0,1562.0,6.2,0.0,43.0,7818.0,0.37948773
11881.0,182.0,7.9,0.0,22.0,5728.0,0.171156317
31192.0,222.0,7.1,15.0,24.0,14068.0,1.033978564
61537.0,199.0,7.2,8.0,4.0,16694.0,0.558479103
2514.0,1265.0,10.5,0.0,34.0,860.0,0.128994826
8406.0,1782.0,10.5,0.0,48.0,3686.0,0.260675412
35837.0,899.0,7.4,6.0,23.0,12068.0,0.81111278
